"","ML7","Bergen","LG"
"4457067",3,15,0
"222489",3,45,0
"New.ReferenceOTU205",749,1302,0
"New.ReferenceOTU242",597,1889,0
"New.ReferenceOTU58",3,171,0
"New.CleanUp.ReferenceOTU862",0,13,0
"New.CleanUp.ReferenceOTU1590",0,2,0
"New.CleanUp.ReferenceOTU4952",13,0,0
"New.CleanUp.ReferenceOTU5282",0,9,0
"New.CleanUp.ReferenceOTU9555",0,9,0
"New.CleanUp.ReferenceOTU9767",0,13,0
"New.CleanUp.ReferenceOTU10330",0,30,0
"New.CleanUp.ReferenceOTU12198",524,637,0
"New.CleanUp.ReferenceOTU14355",1,6,0
