Name,TaxLevel,Metabolism
Desulfurococcus,Genus,SRB
Desulfuromonas,Genus,SRB
Dethiosulfovibrio,Genus,SRB
Geovibrio,Genus,FeIII_reducer
Ignicoccus,Genus,SRB
Thermodesulforhabdus,Genus,SRB
Thermodesulfovibrio,Genus,SRB
Thermoplasma,Genus,SRB
Thioalkalivibrio,Genus,SRB
Desulfurella,Genus,SRB
Desulfofaba,Genus,SRB
Stygiolobus,Genus,SRB_H2
Fusibacter,Genus,FeIII_reducer
Ammonifex,Genus,SRB_H2
Thermodesulfobium,Genus,SRB_H2
Acetohalobium,Genus,Mixed
Actinobacillus,Genus,Ferm
Amycolatopsis,Genus,Mixed
Aquifex,Genus,Mixed
Beggiatoa,Genus,Mixed
Burkholderia,Genus,Mixed
Gallionella,Genus,Mixed
Georgenia,Genus,Mixed
Haloplanus,Genus,Mixed
Leptotrichia,Genus,Mixed
Metallosphaera,Genus,Mixed
Mycoplasma,Genus,Mixed
Neptunomonas,Genus,Mixed
Propionibacterium,Genus,Mixed
Pyrobaculum,Genus,Mixed
Shewanella,Genus,Mixed
Shigella,Genus,Mixed
Thermocladium,Genus,Mixed
Thermovenabulum,Genus,FeIII_reducer
Thioploca,Genus,SOB
Acidianus,Genus,Mixed
Acidiphilium,Genus,Mixed
Ammoniphilus,Genus,Mixed
Desulfobacteraceae,Family,SRB
Desulfobulbaceae,Family,SRB
Desulfoarculus,Genus,SRB
Desulfobacca,Genus,SRB
Desulfomonile,Genus,SRB
Desulfotigmum,Genus,SRB
Desulfohalobiaceae,Family,SRB
Desulfomicrobiaceae,Family,SRB
Desulfonatronumaceae,Family,SRB
Desulfovibrio,Genus,SRB
Desulfoarculus,Genus,SRB
Desulfobacca,Genus,SRB
Desulfomonile,Genus,SRB
Desulfotigmum,Genus,SRB
Syntrophobacterales,Order,SRB
Desulfosporomusa,Genus,SRB
Nitrosomonadaceae,Family,Ammonia_Oxidizer
Nitrosopumilus,Genus,Ammonia_Oxidizer
Nitrosotalea,Genus,Ammonia_Oxidizer
Nitrososphaera,Genus,Ammonia_Oxidizer
Nitrosocaldus,Genus,Ammonia_Oxidizer
Brocadiales,Order,ANAMOX
Nitrospinaceae,Family,NOB
Nitrococcus,Genus,NOB
Nitrospirae,Class,NOB
Nitrotoga,Genus,NOB
Methanoregula,Genus,H2_Methanogen
Methanospirillium,Genus,H2_Methanogen
Methanothrix,Genus,Acet_Methanogen
Methanomethylovorans,Genus,CH3_Methanogen
Methanomassiliicoccus,Genus,CH3_Methanogen
Pediococcus,Genus,Ferm
Leuconostoc,Genus,Ferm
Pseudoramibacter,Genus,Ferm
Eubacterium,Genus,Ferm
Clostridium,Genus,Ferm
Halobacteria,Class,Photo
Cyanobacteria,Phylum,Photo
Chromatiales,Order,Photo
Rhodospirillaceae,Family,Photo
Chloroflexi,Family,Photo
Chlorobiaceae,Class,Photo
Heliobacteriaceae,Family,Photo
Mogibacterium,Genus,Ferm
Proteiniclasticum,Genus,Ferm
Tepidimicrobium,Genus,Ferm
Aminiphilus,Genus,Ferm
Aquabacterium,Genus,Mixed
Synergistaceae,Family,Ferm
Lactobacillales,Order,Ferm
Aerococcaceae,Family,AerobicResp
Acetoanaerobium,Family,Ferm
Carnobacteriaceae,Family,Ferm
Enterococcaceae,Family,Ferm
Lactobacillaceae,Family,Ferm
Leuconostocaceae,Family,Ferm
Streptococcaceae,Family,Ferm
Flavobacteriaceae,Family,AerobicResp
Marinilabilia,Genus,AerobicResp
Bacteroidales,Order,Ferm
Porphyromonas,Genus,Ferm
Bacteroides,Genus,Ferm
Acetomicrobium,Genus,Ferm
Acetofilamentum,Genus,Ferm
Acetothermus,Genus,Ferm
Anaerorhabdus,Genus,Ferm
Alkaliflexus,Genus,Ferm
Alkalitalea,Genus,Ferm
Anaerophaga,Genus,Ferm
Geofilum,Genus,Ferm
Mangroviflexus,Genus,Ferm
Marinilabilia,Genus,AerobicResp
Natronoflexus,Genus,Ferm
Thermophagus,Genus,Ferm
Prevotellaceae,Family,Ferm
Rikenellaceae,Family,Ferm
Williamwhitmaniacea,Family,Ferm
Streptomycetaceae,Family,AerobicResp
Acidilobus,Genus,Ferm
Clostridia,Class,Ferm
Actinomyces,Genus,AerobicResp
Aeromonadales,Order,Ferm
Vibrionaceae,Order,AerobicResp
Erysipelotrichia,Class,Ferm
Negativicutes,Class,Ferm
Acetobacteraceae,Family,AerobicResp
Comamonadaceae,Family,AerobicResp
Neisseriaceae,Family,AerobicResp
Alteromonadaceae,Family,AerobicResp
Paenibacillaceae,Family,AerobicResp
Anaerolinea,Genus,Ferm
Methylococcales,Order,Methanotroph
Methylocystaceae,Family,Methanotroph
